ID,First Name,Last Name,DOB,Role,Money Available,Flights Purchased,MinerAir Membership,Username,Password
964,Roger,Casey,5/1/90,Employee,2916.0283,4,false,rogercasey,Fun!23
965,James,Simmons,7/1/55,Employee,946.95416,2,true,jamessimmons,Fun!23
966,Mary,Anderson,10/17/60,Employee,64.20874,6,false,maryanderson,Fun!23
967,Andrea,Riley,1/4/42,Employee,112.57321,7,true,andreariley,Fun!23
968,Krista,Beck,6/29/55,Employee,657.5713,4,false,kristabeck,Fun!23
969,Amy,Fuller,3/16/41,Employee,108.49234,2,true,amyfuller,Fun!23
970,Jeremy,Rocha,10/12/78,Employee,376.22522,2,false,jeremyrocha,Fun!23
971,Tammy,Waters,3/23/13,Employee,10731.608,3,false,tammywaters,Fun!23
972,Douglas,Mckay,11/6/11,Employee,541.8475,1,true,douglasmckay,Fun!23
973,Terrence,Dixon,9/9/01,Employee,49.078857,6,false,terrencedixon,Fun!23
974,John,Hansen,10/25/45,Employee,2179.4807,2,false,johnhansen,Fun!23
975,Jerry,Rodriguez,8/27/68,Employee,605.434,2,true,jerryrodriguez,Fun!23
976,Donald,Ramirez,10/14/51,Employee,155.79488,4,false,donaldramirez,Fun!23
977,Stephanie,Perry,8/22/61,Employee,2.069046,1,false,stephanieperry,Fun!23
978,Samuel,Burton,6/19/45,Employee,1498.1843,1,true,samuelburton,Fun!23
979,Anthony,Byrd,11/24/98,Employee,588.549,2,false,anthonybyrd,Fun!23
980,Marissa,Henry,7/29/98,Employee,1422.9263,2,false,marissahenry,Fun!23
981,Mariah,Black,12/18/50,Employee,3892.3154,4,true,mariahblack,Fun!23
982,Sara,West,10/20/47,Employee,2190.1736,2,false,sarawest,Fun!23
983,Jennifer,Preston,11/26/08,Employee,47.08307,8,false,jenniferpreston,Fun!23
984,Monica,Sullivan,9/23/74,Employee,403.05493,8,false,monicasullivan,Fun!23
985,Luis,Solomon,4/16/80,Employee,518.41895,6,true,luissolomon,Fun!23
986,Michael,Johnson,2/6/00,Employee,164.83142,1,false,michaeljohnson,Fun!23
987,Stacy,Maldonado,4/30/55,Employee,203.95624,1,true,stacymaldonado,Fun!23
988,Carmen,Petersen,6/7/85,Employee,463.32788,2,true,carmenpetersen,Fun!23
989,Zachary,Campbell,4/9/48,Employee,7547.597,1,false,zacharycampbell,Fun!23
990,Timothy,Greene,7/31/22,Employee,956.9799,1,false,timothygreene,Fun!23
991,Emily,Jackson,7/8/86,Employee,5723.9453,7,false,emilyjackson,Fun!23
992,Paul,Salas,4/22/63,Employee,885.94324,8,false,paulsalas,Fun!23
993,Danielle,Conrad,10/10/82,Employee,870.5737,2,false,danielleconrad,Fun!23
994,Robert,Kennedy,4/16/99,Employee,703.4561,4,true,robertkennedy,Fun!23
995,Diana,Rivera,6/5/47,Employee,1551.1711,8,true,dianarivera,Fun!23
996,Shawn,Santos,3/30/23,Employee,764.3865,3,false,shawnsantos,Fun!23
997,Jamie,Brown,4/21/55,Employee,5423.115,7,false,jamiebrown,Fun!23
998,Elizabeth,Medina,2/18/28,Employee,31.872314,6,false,elizabethmedina,Fun!23
999,Kimberly,Mejia,9/19/54,Employee,364.17737,1,true,kimberlymejia,Fun!23
1000,Lori,Livingston,8/6/92,Employee,1412.5319,1,true,lorilivingston,Fun!23
1001,Ryan,Peterson,11/5/94,Employee,248.62854,3,true,ryanpeterson,Fun!23
1002,Andrew,Hall,5/18/34,Employee,660.8595,5,true,andrewhall,Fun!23
1003,David,Johnson,5/12/05,Employee,225.2484,1,true,davidjohnson,Fun!23
1004,Joseph,Hanna,12/26/90,Employee,34.380615,6,false,josephhanna,Fun!23
1005,Tammy,Thomas,9/4/38,Employee,542.2649,8,false,tammythomas,Fun!23
1006,Elizabeth,Jackson,7/31/98,Employee,501.06494,4,false,elizabethjackson,Fun!23
1007,Melissa,Holt,1/1/57,Employee,95.36359,1,false,melissaholt,Fun!23
1008,Laura,Williams,12/12/34,Employee,507.52313,1,false,laurawilliams,Fun!23
1009,Courtney,Olsen,1/1/06,Employee,593.6918,2,false,courtneyolsen,Fun!23
1010,Beth,Moss,5/30/32,Employee,598.8484,7,true,bethmoss,Fun!23
1011,Charles,Chambers,7/15/46,Employee,1108.7281,4,false,charleschambers,Fun!23
1012,Mikayla,Dennis,1/19/41,Employee,502.95438,6,true,mikayladennis,Fun!23
1013,Carlos,Lynch,10/1/41,Employee,394.74948,3,false,carloslynch,Fun!23
1014,Austin,Lewis,1/8/81,Employee,59.790283,7,false,austinlewis,Fun!23
1015,Patricia,Hughes,2/27/03,Employee,3088.5034,1,false,patriciahughes,Fun!23
1016,John,Sanders,5/5/94,Employee,124.631424,1,false,johnsanders,Fun!23
1017,Kim,Craig,3/6/86,Employee,638.7058,4,true,kimcraig,Fun!23
1018,James,Mitchell,12/24/88,Employee,91.04443,7,true,jamesmitchell,Fun!23
1019,Thomas,Stevenson,9/8/54,Employee,117.52547,1,true,thomasstevenson,Fun!23
1020,Tonya,Elliott,11/2/73,Employee,206.93994,3,true,tonyaelliott,Fun!23
1021,Mark,Butler,1/12/18,Employee,4533.025,4,false,markbutler,Fun!23
1022,Bryan,Massey,5/17/52,Employee,2318.0566,4,false,bryanmassey,Fun!23
1023,Lisa,Yu,5/4/20,Employee,112.86859,4,true,lisayu,Fun!23
1024,Kristen,Martinez,9/9/96,Employee,25.68811,4,true,kristenmartinez,Fun!23
1025,Maria,Kelly,2/15/17,Employee,6348.095,2,true,mariakelly,Fun!23
1026,Timothy,Wagner,6/5/17,Employee,4895.3574,7,true,timothywagner,Fun!23
1027,Erin,Barton,1/8/73,Employee,11.340698,4,false,erinbarton,Fun!23
1028,Stephen,Peters,7/6/71,Employee,4448.384,4,false,stephenpeters,Fun!23
1029,Jessica,Smith,7/3/76,Employee,112.50885,4,false,jessicasmith,Fun!23
1030,Vanessa,Carson,7/12/90,Employee,69.25525,8,true,vanessacarson,Fun!23
1031,Wendy,Phillips,2/23/60,Employee,113.309814,4,false,wendyphillips,Fun!23
1032,Kimberly,Harris,7/18/32,Employee,932.78455,6,false,kimberlyharris,Fun!23
1033,Angela,English,2/27/28,Employee,3663.1108,6,true,angelaenglish,Fun!23
1034,Taylor,Johnson,6/29/52,Employee,723.0251,1,true,taylorjohnson,Fun!23
1035,Brooke,Maxwell,6/21/19,Employee,108.55264,7,false,brookemaxwell,Fun!23
1036,Shelly,Jones,11/23/85,Employee,1451.3518,8,true,shellyjones,Fun!23
1037,Cory,Byrd,1/12/98,Employee,393.68774,3,true,corybyrd,Fun!23
1038,Amanda,Baker,9/10/95,Employee,517.33344,5,true,amandabaker,Fun!23
1039,Kendra,Sawyer,4/21/49,Employee,374.35712,7,false,kendrasawyer,Fun!23
